remarques,source,sujet,prédicat_Anne,prédicats_rdf,prédicats_Wikidata,cat_Anne,Catégories,objet,Complément,De (date),À (date),Column2,Column3,Column4,Co-auteur(s),Compléments,Remarques,lien
,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Famille Verhaegen,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,est,est,https://www.wikidata.org/wiki/Property:P97,titres honorifiques,TITRES HONORIFIQUES,noble,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,est,est,https://www.wikidata.org/wiki/Property:P140,infos de base,infos de base,catholique,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,a étudié à,a étudié à,https://www.wikidata.org/wiki/Property:P69,études/profession,LOCALISATION,collège d'Alost,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,a étudié à,a étudié à,https://www.wikidata.org/wiki/Property:P69,études/profession,LOCALISATION,collège Saint-Michel à Bruxelles,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,a étudié à,a étudié à,https://www.wikidata.org/wiki/Property:P69,études/profession,LOCALISATION,Université libre de Bruxelles,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,a étudié,a étudié,https://www.wikidata.org/wiki/Property:P812,études/profession,études/profession,droit,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,degré académique,est,https://www.wikidata.org/wiki/Property:P512,études/profession,études/profession,docteur en droit,,1890,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,a étudié à,a étudié à,a étudié à,études/profession,LOCALISATION,Paris,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,a étudié à,a étudié à,a étudié à,études/profession,LOCALISATION,Bonn,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,profession,est,https://www.wikidata.org/wiki/Property:P106,études/profession,études/profession,avocat,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,Jeune Droite,courant politique / action inspirée du catholicisme social,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,L'Avenir Social,"journal hebdomadaire, rebaptisé ensuite 'La Justice Sociale'",,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,fonction politique,fonction politique,https://www.wikidata.org/wiki/Property:P39,politique,politique,conseiller communal de St-Gilles,,1895,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,fonction politique,fonction politique,https://www.wikidata.org/wiki/Property:P39,politique,politique,représentant à la Chambre,,1896,1951,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,fonction politique,fonction politique,https://www.wikidata.org/wiki/Property:P39,politique,politique,ministre de la Justice,,1911,1918,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,fonction politique,fonction politique,https://www.wikidata.org/wiki/Property:P39,politique,politique,Premier ministre,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,fonction politique,fonction politique,https://www.wikidata.org/wiki/Property:P39,politique,politique,ministre de l'intérieur,,1920,1921,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,fonction politique,fonction politique,https://www.wikidata.org/wiki/Property:P39,politique,politique,ministre de la Prévoyance sociale et de l'Hygiène,,1932,1934,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,fonction politique,fonction politique,https://www.wikidata.org/wiki/Property:P39,politique,politique,membre Conseil des Ministre,,1949,1950,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,fonction politique,fonction politique,https://www.wikidata.org/wiki/Property:P39,politique,politique,ministre de la justice,,1950,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,loi sur la protection de l'enfance,"""loi Carton de Wiart de 1912""",1912,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,époux de,époux de,https://www.wikidata.org/wiki/Property:P26,famille,FAMILLE,Juliette Verhaegen,fille du leader catholique Arthur Verhaegen,1872,1955,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
! triplet : date ou partenaire ?,Fichier producteur EAC,Henry Carton de Wiart,mariage,http://schema.org/spouse,https://www.wikidata.org/wiki/Property:P26,famille,FAMILLE,21 April 1897,avec Juliette Verhaege,,,,,,,,! triplet : date ou partenaire ?,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,titre honorifique,http://schema.org/award,https://www.wikidata.org/wiki/Property:P166,titres honorifiques,TITRES HONORIFIQUES,Ministre d'Etat,,1918,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,membre de,titre honorifique,https://www.wikidata.org/wiki/Property:P463,titres honorifiques,TITRES HONORIFIQUES,Membre de l'Académie royale de Belgique,,1925,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,profession,profession,https://www.wikidata.org/wiki/Property:P106,études/profession,études/profession,écrivain,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,gendre de,http://www.w3.org/2006/vcard/ns#Kin,https://www.wikidata.org/wiki/Property:P1038,famille,FAMILLE,Arthur Verhaegen,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,né le,né le,https://www.wikidata.org/prop/direct/P569,infos de base,DATES,31/01/1869,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,né à,http://dbpedia.org/ontology/birthPlace,https://www.wikidata.org/wiki/Property:P19,infos de base,LOCALISATION,Bruxelles,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,mort le,http://dbpedia.org/ontology/deathDate,https://www.wikidata.org/prop/direct/P570,infos de base,DATES,1951-05-06T00:00:00Z,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
!,Fichier producteur EAC,Henry Carton de Wiart,mort à,http://dbpedia.org/ontology/deathPlace,https://www.wikidata.org/prop/direct/P20,infos de base,LOCALISATION,Bruxelles,,,,,,,,,!,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,est,schema:Person,est,infos de base,infos de base,humain,,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,Durendal,revue d'art et de littérature,1894,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,auteur,http://schema.org/contributor,https://www.wikidata.org/wiki/Property:P767,créateur,PRODUCTION,Revue Générale,collaborateur,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
auteur/fondateur/créateur/collaborateur....,Fichier producteur EAC,Henry Carton de Wiart,auteur,http://schema.org/contributor,https://www.wikidata.org/wiki/Property:P767,créateur,PRODUCTION,Revue Catholique des Idées et des Faits,collaborateur,,,,,,,,auteur/fondateur/créateur/collaborateur....,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"L'Action politique des démocrates-chrétiens, Bruxelles, 1895",brochures de combat,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"Petit manuel d'études sociales et politiques pour les propagandistes, Bruxelles, 1906",brochures de combat,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"Marguerite d'Autriche, régente des Pays-Bas, Bruxelles, 1936",travaux d'ordre historique,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"Albert Ier, le Roi Chevalier, Paris, 1934",biographies,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"Auguste Beernaert , Bruxelles, 1939",biographies,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"Le Parti libéral d'aujourd'hui. Ses contradictions. Son impuissance , Bruxelles, 1902",analyses sociales et politiques,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,Chronique de la guerre froide (1947-1949,analyses sociales et politiques,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"Mes vacances au Congo , Bruxelles, 1923",récits de voyages,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"Contes hétéroclites , Gand, 1892",contes,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"Les vertus bourgeoises , Paris, 1910",romans,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"Les Cariatides. Bruxelles, 1942",roman historique  [saisi par l'occupant],,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,créateur,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,créateur,PRODUCTION,"Souvenirs politiques (1948, 1981)",mémoires,,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,Fichier producteur EAC,Henry Carton de Wiart,titre honorifique,http://schema.org/award,https://www.wikidata.org/wiki/Property:P166,titres honorifiques,TITRES HONORIFIQUES,prix quinquennal Carton de Wiart pour oeuvres historiques littéraires,"par arrêté royal du 15 octobre 1913, complété par Arrêté royal du 14 mai 1925",,,,,,,,,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,père de,http://dbpedia.org/ontology/child,https://www.wikidata.org/wiki/Property:P40,famille,FAMILLE,baronne Houtart,,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,famille Navez,parente de la famille Carton de Wiart,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,frère,http://dbpedia.org/ontology/sibling,https://www.wikidata.org/wiki/Property:P3373,famille,FAMILLE,Edmond Carton de Wiart,"comte, Secrétaire du Roi Léopold II",,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Albert Ier ,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Maurice Barrès,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Auguste Beernaert ,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Eugène Beyens,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Charles de Broqueville,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Paul Claudel,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Jules Destré,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Olivier-Georges Destrée,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Adrien de Gerlache,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Paul-Emile Janson,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Henri Jaspar,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Godefroid Kurth,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Louis de Lichtervelde,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Maurice Maeterlinck,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Octave Maus,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Cardinal Désiré Mercier,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Edmond Picard,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Jules Van den Heuvel,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Emile Vandervelde,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Emile Verhaeren,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Louis Wodon,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Adrien Carton de Wiart,correspondance,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Famille Aerts,familles alliées,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Famille Pangaerts,familles alliées,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Famille De Cock,familles alliées,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Famille Van den Elsken,familles alliées,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Famille de Mauroy,familles alliées,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Famille Verhaegen,familles alliées,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Famille de Clippele,familles alliées,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
description des fonds,Fichier producteur EAC,Henry Carton de Wiart,lié à,http://purl.org/vocab/relationship/acquaintanceOf,lié à,relations,RELATIONS,Famille de Bournonville,familles alliées,,,,,,,,description des fonds,https://search.arch.be/fr/producteurs-darchives/resultats/?text=eac-BE-A0500_007556&inLanguageCode=FRE&view=eac&format=xml
,"AGR, Inventaire 2e versement ",Henry Carton de Wiart,né le,né le,https://www.wikidata.org/prop/direct/P569,infos de base,DATES,31/01/1869,,,,,,,,,,"AGR, Inventaire 2e versement "
,"AGR, Inventaire 2e versement ",Henry Carton de Wiart,né à,http://dbpedia.org/ontology/birthPlace,https://www.wikidata.org/wiki/Property:P19,infos de base,LOCALISATION,Bruxelles,,,,,,,,,,"AGR, Inventaire 2e versement "
,"AGR, Inventaire 2e versement ",Henry Carton de Wiart,fils de,fils de,https://www.wikidata.org/wiki/Property:P22,famille,FAMILLE,Benjamin Constant Riégo,"avocat, 1825-1895",,,,,,,,,"AGR, Inventaire 2e versement "
,"AGR, Inventaire 2e versement ",Henry Carton de Wiart,fils de,fils de,https://www.wikidata.org/wiki/Property:P25,famille,FAMILLE,Marie Clémence Jeanne Cammaerts,1844-1925,,,,,,,,,"AGR, Inventaire 2e versement "
,"AGR, Inventaire 2e versement ",Henry Carton de Wiart,a étudié à,a étudié à,https://www.wikidata.org/wiki/Property:P69,études/profession,LOCALISATION,Collège des Jésuites à Alost,,,,,,,,,,"AGR, Inventaire 2e versement "
